"","pctilleg","pctkids2par","numilleg","racepctwhite","racepctblack","pctpersdensehouse","pctfam2par","pctvacantboarded","numstreet","pcthouseless3br","malepctdivorce","mixedCommunity","immigrantCommunity","violentcrimesperpopulation"
"1325",0.26,0.56,0.02,0.92,0.09,0.05,0.51,0.45,0.02,0.56,0.48,1,1,0.22
"1326",0.02,0.69,0,0.94,0.01,0.11,0.67,0.04,0.11,0.66,0.82,1,2,0.33
"1327",0.19,0.53,0.01,0.73,0.18,0.46,0.56,0.46,0,0.46,0.73,2,1,0.83
"1328",0.15,0.67,0.02,0.87,0.05,0.23,0.68,0.06,0.2,0.44,0.69,2,1,0.11
"1329",0.08,0.77,0,1,0,0.03,0.77,0.45,0,0.35,0.33,1,1,0.07
"1330",0.53,0.42,0.03,0.6,0.44,0.21,0.43,0.27,0,0.66,0.37,2,1,0.28
"1331",0.04,0.92,0,0.96,0.01,0.03,0.91,0.11,0,0.22,0.23,1,1,0.02
"1332",0.21,0.54,0.01,0.86,0.16,0.12,0.56,0.04,0,0.7,0.57,1,1,0.41
"1333",0.19,0.52,0.01,0.91,0.1,0.07,0.46,0.01,0,0.36,0.52,1,1,0.12
"1334",0.24,0.6,0.07,0.77,0.06,0.28,0.6,0.02,0.1,0.53,0.58,2,1,0.34
"1335",0.13,0.77,0.01,0.98,0,0.06,0.71,0.1,0,0.44,0.39,1,1,0.07
"1336",0.06,0.72,0,0.99,0,0.05,0.67,0.15,0,0.54,0.48,1,1,0.05
"1337",0.13,0.72,0,0.87,0.15,0.06,0.75,0.19,0,0.4,0.46,1,1,0.12
"1338",0.05,0.86,0,0.98,0.01,0.02,0.82,0.08,0,0.4,0.18,1,2,0.04
"1339",0.2,0.51,0.01,0.75,0.25,0.16,0.5,0.21,0,0.57,0.61,2,1,0.3
"1340",0.14,0.76,0.01,0.85,0.18,0.06,0.73,0.09,0,0.39,0.42,2,1,0.06
"1341",0.1,0.6,0,0.93,0.08,0.02,0.55,0.15,0,0.53,0.5,1,1,0.09
"1342",0.35,0.49,0.18,0.67,0.22,0.36,0.49,0.35,0.54,0.6,1,2,2,0.42
"1343",0.13,0.75,0.01,0.9,0,0.11,0.69,0.14,0,0.48,0.4,1,2,0.02
"1344",0.35,0.54,0.04,0.83,0.11,0.18,0.51,0.23,0,0.74,0.29,1,2,0.1
"1345",0.11,0.7,0,0.97,0.03,0.05,0.67,0.46,0,0.49,0.41,1,1,0.07
"1346",0.07,0.78,0.01,0.8,0.09,0.12,0.75,0.11,0,0.22,0.35,1,2,0.11
"1347",0.08,0.67,0,0.94,0.01,0.12,0.65,0.4,0,0.46,0.56,1,1,0.03
"1348",0.04,0.77,0,0.98,0.01,0.03,0.81,0.13,0,0.3,0.33,1,1,0.06
"1349",0.14,0.6,0,0.98,0.01,0.04,0.57,0.2,0,0.55,0.48,1,1,0.03
"1350",0.06,0.8,0,0.98,0.01,0.02,0.79,0,0,0.38,0.32,1,1,0.11
"1351",0.43,0.54,0.05,0.01,0.01,1,0.61,0.21,0.01,0.79,0.29,2,2,0.52
"1352",0.37,0.42,0.01,0.49,0.47,0.33,0.41,0.26,0,0.57,0.59,2,2,0.25
"1353",0.09,0.76,0.01,0.91,0.04,0.13,0.74,0.09,0,0.35,0.48,1,1,0.11
"1354",0.36,0.35,0.06,0.83,0.1,0.71,0.3,0.13,0.05,1,0.9,2,2,0.82
"1355",0.25,0.49,0.01,0.16,1,0.07,0.47,0.02,0,0.6,0.74,2,1,0.14
"1356",0.15,0.8,0,0.83,0.12,0.05,0.8,0.33,0,0.36,0.23,1,1,0.08
"1357",0.04,0.93,0,0.95,0.03,0.02,0.89,0.02,0,0.15,0.16,1,1,0.02
"1358",0.09,0.74,0,0.92,0.02,0.13,0.71,0.57,0,0.5,0.62,1,1,0.27
"1359",0.4,0.5,0.01,0,1,0.12,0.46,0.14,0,0.41,0.49,2,1,0.15
"1360",0.31,0.49,0.01,0.85,0.17,0.08,0.48,0.28,0,0.56,0.73,1,1,0.16
"1361",0.26,0.67,0.03,0.62,0.41,0.17,0.69,0.18,0,0.44,0.42,2,1,0.47
"1362",0.13,0.51,0,0.64,0.17,0.33,0.54,0.24,0,0.53,0.48,2,2,0.12
"1363",0.26,0.54,0.05,0.96,0.02,0.11,0.5,0.15,0,0.67,0.43,1,2,0.26
"1364",0.02,0.94,0,0.9,0.03,0.03,0.94,0.06,0,0.27,0.25,1,1,0.02
"1365",1,0,0.41,0,1,0.7,0,1,0.28,0.53,0.76,2,1,1
"1366",0.03,0.76,0,0.96,0.01,0.11,0.76,0.35,0,0.42,0.47,1,1,0.06
"1367",0.22,0.67,0,0.74,0.3,0.03,0.64,0.41,0,0.65,0.5,2,1,0.31
"1368",0.16,0.62,0.01,0.54,0.04,0.62,0.67,0.32,0,0.49,0.36,2,1,0.19
"1369",0.07,0.76,0,0.95,0.03,0.06,0.75,0.04,0.01,0.38,0.4,1,1,0.06
"1370",0.3,0.66,0.03,0.27,0.11,0.74,0.73,0.1,0,0.39,0.57,2,2,0.14
"1371",0.66,0.36,0.02,0.37,0.71,0.37,0.4,0.37,0,0.52,0.68,2,1,0.35
"1372",0.2,0.71,0,0.92,0.02,0.11,0.64,0.04,0,0.6,0.14,1,1,0.02
"1373",0.28,0.56,0.02,0.38,0.01,0.96,0.63,0.1,0,0.65,0.37,2,2,0.36
"1374",0.28,0.64,0.04,0.52,0.27,0.29,0.63,0.13,0.01,0.39,0.52,2,2,0.39
"1375",0.21,0.74,0.01,0.89,0,0.1,0.69,0.26,0,0.51,0.4,1,1,0.12
"1376",0.26,0.56,0.03,0.97,0.03,0.05,0.53,0.14,0,0.39,0.45,1,1,0.13
"1377",0.41,0.58,0.06,0.36,0.4,0.53,0.61,0.18,0,0.38,0.49,2,2,0.57
"1378",0.07,0.71,0,0.96,0,0.13,0.72,0.08,0,0.44,0.53,1,1,0.07
"1379",0.87,0.26,0.38,0.14,1,0.28,0.28,0.79,0,0.5,0.57,2,1,0.59
"1380",0.87,0.17,0.03,0.29,0.9,0.19,0.15,0.13,0,0.44,0.51,2,1,0.31
"1381",0.7,0.21,0.02,0.19,1,0.13,0.18,0.05,0.01,0.49,0.47,2,1,0.34
"1382",0.03,0.81,0,0.96,0.03,0.02,0.88,0.26,0,0.32,0.28,1,1,0.02
"1383",0.15,0.67,0,0.74,0.04,0.22,0.64,0.17,0,0.52,0.58,2,2,0.47
"1384",0.37,0.51,0.01,0.85,0.14,0.11,0.42,0.11,0,0.62,0.25,1,2,0.16
"1385",0.07,0.77,0,0.39,0.08,0.38,0.8,0,0,0.26,0.3,2,2,0.15
"1386",0.09,0.71,0,0.98,0.01,0.06,0.65,0.21,0,0.56,0.41,1,1,0.05
"1387",0.17,0.66,0,0.77,0.06,0.27,0.58,0.23,0,0.58,0.56,2,1,0.15
"1388",0.05,0.92,0,0.92,0.03,0.04,0.93,0.15,0,0.14,0.2,1,1,0.04
"1389",0.28,0.46,0.03,0.88,0.1,0.06,0.39,0.31,0.01,0.59,0.6,1,2,0.12
"1390",0.32,0.39,0.03,0.63,0.43,0.16,0.4,0.15,0.06,0.54,0.71,2,1,0.39
"1391",0.12,0.76,0.01,0.97,0.02,0.06,0.71,0.19,0,0.53,0.36,1,1,0.18
"1392",0.05,0.82,0,1,0,0.04,0.78,0.03,0,0.41,0.31,1,1,0.1
"1393",0.65,0.1,0.08,0.5,0.6,0.19,0.12,0.11,0.04,0.8,0.73,2,1,0.86
"1394",0.49,0.39,0.03,0.58,0.5,0.12,0.39,0.24,0,0.42,0.67,2,1,0.29
"1395",0.09,0.66,0,0.98,0.01,0.04,0.63,0.19,0,0.54,0.54,1,1,0.07
"1396",0.02,0.88,0,0.94,0.02,0.03,0.8,0.06,0,0.47,0.21,1,2,0.06
"1397",0.41,0.51,0.02,0.33,0.74,0.22,0.58,0.08,0,0.51,0.45,2,2,0.2
"1398",0.54,0.48,0.05,0.39,0.75,0.21,0.5,0.21,0.01,0.45,0.39,2,1,0.6
"1399",0.17,0.67,0.01,0.83,0.11,0.21,0.7,0.08,0,0.51,0.45,2,1,0.14
"1400",0.18,0.65,0,0.88,0.14,0.09,0.66,0.14,0,0.39,0.44,1,1,0.12
"1401",0.02,0.94,0,0.95,0.03,0.02,0.95,0.18,0,0.14,0.15,1,1,0.04
"1402",0.14,0.77,0,0.75,0.22,0.09,0.81,0.49,0,0.35,0.31,2,1,0.12
"1403",0.72,0.53,0.04,0,0.01,1,0.55,0.5,0.03,1,0.22,2,2,0.36
"1404",0.1,0.71,0.01,0.85,0.06,0.09,0.69,0.2,0,0.53,0.45,1,1,0.1
"1405",0.43,0.53,0.02,0.59,0.33,0.31,0.59,0.27,0,0.53,0.46,2,1,0.27
"1406",0.02,0.92,0,0.97,0.02,0.01,0.89,0.06,0,0.19,0.15,1,1,0.02
"1407",0.19,0.72,0.01,0.95,0.03,0.06,0.69,0.1,0,0.48,0.36,1,2,0.01
"1408",0.09,0.83,0,0.93,0.01,0.27,0.81,0.08,0,0.39,0.23,1,1,0.04
"1409",0.03,0.9,0,0.94,0.01,0.04,0.88,0,0,0.28,0.13,1,2,0.03
"1410",0.12,0.79,0.01,0.49,0.51,0.1,0.81,0.07,0,0.29,0.24,2,2,0.11
"1411",0.1,0.56,0.01,0.97,0.02,0.06,0.52,0.02,0,0.9,0.63,1,1,0.26
"1412",0.12,0.74,0,0.95,0.03,0.05,0.67,0,0,0.54,0.43,1,1,0.15
"1413",0.12,0.58,0,0.93,0.05,0.08,0.57,0.15,0,0.59,0.41,1,1,0.08
"1414",0.53,0.54,0.03,0.07,0.02,1,0.62,0.14,0,0.78,0.35,2,2,0.47
"1415",0.05,0.79,0,0.9,0.12,0.03,0.76,0.13,0,0.42,0.34,1,1,0.1
"1416",0.14,0.62,0,0.99,0,0.06,0.6,0.03,0,0.6,0.56,1,1,0.07
"1417",0.13,0.72,0.01,0.73,0.1,0.14,0.75,0.17,0,0.33,0.26,2,2,0.15
"1418",0.06,0.82,0,0.98,0.01,0.07,0.77,0.13,0,0.49,0.34,1,1,0.21
"1419",0.22,0.77,0.02,0.48,0.34,0.19,0.82,0.08,0,0.42,0.22,2,2,0.13
"1420",0.05,0.84,0,0.95,0.01,0.06,0.8,0.29,0,0.23,0.38,1,1,0.12
"1421",0.27,0.5,0.04,0.88,0.14,0.12,0.49,0.79,0,0.59,0.66,1,1,0.59
"1422",0.44,0.48,0.04,0.84,0.07,0.16,0.45,0.53,0.06,0.6,0.47,2,1,0.7
"1423",0.06,0.77,0,0.99,0,0.08,0.8,0.1,0,0.32,0.43,1,1,0.03
"1424",0.11,0.67,0,0.99,0,0.04,0.63,0.12,0,0.48,0.53,1,1,0.06
"1425",0.16,0.73,0.01,0.96,0.03,0.05,0.69,0.04,0,0.59,0.42,1,1,0.1
"1426",0.13,0.68,0.02,0.98,0.01,0.06,0.64,0.31,0,0.45,0.5,1,1,0.08
"1427",0.06,0.87,0,0.78,0.13,0.05,0.86,0.02,0,0.45,0.34,1,1,0.11
"1428",0.15,0.49,0,0.46,0.4,0.41,0.54,0.11,0,0.53,0.42,2,2,0.15
"1429",0.56,0.28,0.02,0.44,0.68,0.16,0.3,0.19,0,0.48,0.62,2,1,0.51
"1430",0,0.95,0,0.99,0,0,0.92,0.06,0,0.18,0.09,1,1,0.02
"1431",0.03,0.85,0,0.97,0.02,0.04,0.84,0.13,0,0.43,0.35,1,1,0.06
"1432",0.17,0.59,0,0.56,0.09,0.48,0.63,0.81,0,0.53,0.49,2,2,0.51
"1433",0.44,0.32,0.05,0.57,0.51,0.24,0.37,0.17,0.03,0.83,0.52,2,2,0.58
"1434",0.04,0.95,0,0.92,0.01,0,0.93,0.05,0,0.08,0.12,1,1,0.05
"1435",0.04,0.95,0,0.91,0.02,0.02,0.92,0.12,0,0.18,0.11,1,2,0.05
"1436",0.06,0.64,0.01,0.98,0.02,0.05,0.6,0.04,0,0.79,0.52,1,1,0.21
"1437",0.44,0.5,0.2,0.35,0.19,0.77,0.47,0.36,0.14,0.64,0.61,2,2,0.65
"1438",0.18,0.73,0.03,0.66,0.26,0.12,0.81,0.12,0,0.46,0.23,2,2,0.1
"1439",0.22,0.61,0.01,0.45,0.13,0.52,0.68,0.56,0,0.56,0.43,2,1,0.23
"1440",0.06,0.76,0,0.91,0.02,0.1,0.74,0.04,0,0.48,0.24,2,2,0.05
"1441",0.17,0.56,0,0.93,0.03,0.1,0.54,0.04,0,0.46,0.44,1,1,0.13
"1442",1,0.11,0.55,0.41,0.61,0.13,0.06,0.73,0,0.6,0.73,2,1,0.48
"1443",0.11,0.77,0.01,0.87,0.03,0.1,0.71,0.03,0,0.52,0.58,1,2,0.06
"1444",0.28,0.67,0.02,0.64,0.04,0.45,0.69,0.02,0,0.43,0.36,2,2,0.14
"1445",0.27,0.58,0.02,0.68,0.15,0.41,0.59,0.48,0,0.49,0.51,2,1,0.54
"1446",0.33,0.63,0.02,0.47,0.6,0.09,0.6,0.28,0.01,0.5,0.4,2,2,0.21
"1447",0.18,0.66,0.01,0.67,0.03,0.49,0.67,0.03,0,0.44,0.49,2,2,0.25
"1448",0.1,0.72,0.01,0.84,0.02,0.16,0.67,0.2,0.01,0.6,0.25,1,2,0.09
"1449",0.04,0.87,0,0.99,0.01,0.04,0.86,0.1,0,0.24,0.22,1,1,0.04
"1450",0.32,0.62,0.03,0.76,0.04,0.34,0.61,0.14,0,0.8,0.45,2,2,0.12
"1451",0.62,0.35,0.29,0.38,0.76,0.18,0.36,0.52,0.04,0.46,0.59,2,1,0.44
"1452",0.46,0.44,0.04,0.56,0.49,0.33,0.49,0.51,0,0.47,0.54,2,1,0.6
"1453",0.25,0.76,0,0.76,0.24,0.13,0.78,0.07,0,0.17,0.34,2,1,0.34
"1454",0.23,0.48,0.03,0.83,0.18,0.1,0.45,0.34,0,0.71,0.69,2,1,0.13
"1455",0.12,0.79,0,0.93,0.04,0.04,0.78,0.11,0,0.44,0.42,1,1,0.15
"1456",0.13,0.72,0.02,0.92,0.01,0.07,0.69,0.6,0,0.3,0.51,1,1,0.11
"1457",0.75,0.49,0.02,0.02,0.33,0.85,0.52,0.13,0,0.58,0.3,2,2,0.32
"1458",0.44,0.59,0.02,0.28,0.79,0.18,0.64,0.09,0,0.39,0.32,2,2,0.38
"1459",0.05,0.89,0,0.96,0.03,0.02,0.86,0.12,0,0.28,0.23,1,1,0.12
"1460",0.12,0.59,0.02,0.61,0.11,0.24,0.58,0.02,0.01,0.63,0.63,2,2,0.37
"1461",0.06,0.81,0,0.98,0.01,0.05,0.8,0.26,0,0.33,0.3,1,1,0.08
"1462",0.05,0.91,0,0.98,0,0.33,0.9,0.82,0,0.24,0.23,1,1,0.04
"1463",0.08,0.92,0,0.89,0.08,0.04,0.89,0,0,0.12,0.16,1,2,0
"1464",0.01,0.98,0,0.96,0.02,0.01,0.96,0,0,0.31,0.24,1,1,0.02
"1465",0.05,0.86,0,0.98,0.01,0.05,0.86,0.19,0,0.38,0.38,1,1,0.03
"1466",0.27,0.66,0.1,0.71,0.13,0.22,0.63,0.45,0.08,0.52,0.71,1,1,0.36
"1467",0.19,0.62,0.01,0.94,0.03,0.07,0.57,0.11,0,0.58,0.58,1,1,0.25
"1468",0.49,0.41,0.01,0.55,0.45,0.24,0.41,0.22,0,0.7,0.59,2,2,0.33
"1469",0.25,0.76,0.01,0.95,0.01,0.08,0.71,0.04,0,0.53,0.14,1,1,0.04
"1470",0.31,0.51,0.03,0.59,0.33,0.22,0.52,0.12,0,0.61,0.71,2,1,0.48
"1471",0.17,0.56,0.01,0.67,0,1,0.62,0.71,0,0.58,0.12,2,2,0.13
"1472",0.07,0.72,0,0.98,0,0.05,0.69,0.03,0,0.55,0.57,1,1,0.01
"1473",0.2,0.65,0.01,0.5,0.11,0.5,0.72,0.25,0,0.49,0.36,2,1,0.29
"1474",0.06,0.66,0,0.99,0.01,0.04,0.65,0.24,0,0.45,0.55,1,1,0.02
"1475",0.05,0.87,0,0.98,0.01,0.04,0.85,0.08,0,0.34,0.22,1,1,0.03
"1476",0.3,0.41,0.01,0.68,0.39,0.15,0.41,0.09,0,0.7,0.48,2,1,0.21
"1477",0.18,0.57,0.03,0.96,0.03,0.05,0.54,0.2,0,0.48,0.42,1,1,0.12
"1478",0.4,0.53,0.12,0.37,0.1,1,0.62,0.02,0.07,0.6,0.43,2,2,0.41
"1479",0.07,0.81,0,0.76,0.08,0.15,0.8,0,0,0.42,0.22,2,2,0.06
"1480",0.32,0.58,0.02,0.55,0.25,0.67,0.64,0.17,0,0.56,0.42,2,2,0.57
"1481",0.39,0.53,0.01,0.71,0.34,0.1,0.52,0.13,0,0.57,0.52,2,1,0.37
"1482",0.94,0.15,1,0.14,1,0.25,0.18,0.96,0.29,0.57,0.73,2,1,0.67
"1483",0.27,0.62,0.01,0.8,0.21,0.1,0.58,1,0,0.58,0.68,2,1,0.11
"1484",0.17,0.75,0,0.87,0.04,0.13,0.75,0.14,0,0.6,0.29,2,2,0.03
"1485",0.2,0.68,0.01,0.93,0.02,0.12,0.68,0.35,0,0.44,0.37,2,1,0.1
"1486",0.04,0.88,0,0.99,0.01,0.04,0.86,0,0,0.38,0.29,1,1,0.03
"1487",1,0.05,0.18,0.13,1,0.39,0.1,0.6,0,0.53,0.54,2,1,0.81
"1488",0.39,0.57,0.03,0.76,0.25,0.1,0.55,0.1,0.02,0.51,0.63,2,2,0.51
"1489",0.22,0.59,0.01,0.85,0.01,0.22,0.54,0.16,0,0.55,0.65,2,1,0.09
"1490",0.07,0.93,0,0.87,0.06,0.05,0.91,0.16,0,0.37,0.26,1,1,0.01
"1491",0.05,0.96,0,0.69,0.01,0.03,0.96,0.09,0,0,0.08,1,2,0.03
"1492",0.2,0.62,0.04,0.74,0.03,0.44,0.67,0.1,0.03,0.49,0.45,2,2,0.2
"1493",0.59,0.18,0.03,0.24,0.95,0.21,0.19,0.19,0,0.49,0.71,2,1,0.3
"1494",0.03,0.86,0,0.98,0.01,0.03,0.85,0.14,0,0.19,0.31,1,1,0.03
"1495",0.49,0.41,0.04,0.65,0.08,0.69,0.43,0.3,0,0.92,0.53,2,2,0.23
"1496",0.21,0.7,0,0.91,0.03,0.05,0.6,0,0,0.51,0.75,1,1,0.12
"1497",0.06,0.77,0,0.78,0.13,0.14,0.76,0,0,0.19,0.48,2,1,0.11
"1498",0.18,0.44,0,0.59,0.04,0.29,0.44,0.15,0,0.6,0.43,2,2,0.12
"1499",0.13,0.75,0.01,0.92,0.07,0.08,0.74,0.13,0,0.4,0.39,1,1,0.06
"1500",0.23,0.76,0.01,0.75,0.2,0.14,0.76,0.11,0,0.33,0.5,2,1,0.12
"1501",0,0.96,0,0.77,0.02,0.04,0.95,0.12,0,0.12,0.11,1,2,0.04
"1502",0.27,0.65,0.02,0.84,0.03,0.34,0.64,0.11,0,0.44,0.59,2,1,0.25
"1503",0.31,0.44,0.12,0.67,0.22,0.23,0.42,0.62,0.04,0.59,0.76,2,1,0.76
"1504",0.05,0.71,0,0.95,0.01,0.04,0.67,0.01,0,0.36,0.25,1,1,0.15
"1505",0.37,0.4,0.02,0.81,0.2,0.1,0.37,0.51,0,0.62,0.56,2,1,0.14
"1506",0.22,0.62,0.01,0.71,0.35,0.12,0.63,0.18,0,0.45,0.47,2,1,0.23
"1507",0.47,0.31,0.01,0.59,0.52,0.19,0.31,0.15,0,0.7,0.54,2,1,0.55
"1508",0.18,0.56,0.01,0.82,0.04,0.19,0.52,0.3,0.03,0.61,0.62,2,2,0.37
"1509",0.75,0.34,0.06,0.24,0.92,0.18,0.34,0.2,0,0.51,0.55,2,1,0.61
"1510",0.48,0.38,0.08,0.35,0.81,0.21,0.39,0.47,0.01,0.5,0.6,2,1,0.37
"1511",0.25,0.55,0.06,0.87,0.03,0.18,0.51,0.15,0.04,0.57,0.8,1,1,0.14
"1512",0.72,0.3,0.04,0.68,0.11,0.28,0.3,0.21,0,0.95,0.41,2,2,0.32
"1513",0.84,0.22,0.27,0.62,0.4,0.12,0.17,0.33,0.12,0.59,0.56,2,2,0.35
"1514",0.12,0.73,0.01,0.84,0.14,0.15,0.71,0.01,0,0.71,0.39,2,2,0.21
"1515",0.56,0.43,0.03,0.47,0.6,0.12,0.45,0.16,0.01,0.5,0.51,2,1,0.37
"1516",0.04,0.89,0,0.98,0.01,0.02,0.86,0.09,0,0.22,0.22,1,1,0.05
"1517",0.11,0.82,0,0.96,0.02,0.05,0.81,0.07,0,0.38,0.39,1,1,0.03
"1518",0.14,0.56,0,0.9,0.06,0.12,0.53,0.12,0,0.47,0.59,1,1,0.14
"1519",0.24,0.59,0.01,0.93,0.04,0.07,0.53,0.08,0,0.67,0.59,1,1,0.34
"1520",0.05,0.97,0,0.88,0.04,0.02,0.97,0,0,0.08,0.07,1,1,0.03
"1521",0.04,0.95,0,0.98,0.01,0.01,0.95,0.21,0,0.22,0.1,1,1,0.03
"1522",0.16,0.84,0.01,0.92,0.06,0.06,0.87,0.2,0,0.37,0.27,1,1,0.03
"1523",0.08,0.85,0.01,0.95,0.03,0.04,0.84,0.03,0,0.29,0.28,1,1,0.04
"1524",0.94,0.42,0.03,0.53,0.52,0.19,0.41,1,0,0.57,0.21,2,2,0.29
"1525",1,0.07,0.05,0.31,0.72,0.27,0.07,1,0,0.53,0.63,2,1,0.93
"1526",0.16,0.67,0.01,0.92,0.09,0.05,0.65,0.19,0,0.44,0.52,1,1,0.05
"1527",0.21,0.61,0.01,0.99,0,0.08,0.57,0.03,0,0.54,0.63,1,1,0.26
"1528",0.18,0.66,0.02,0.8,0.08,0.26,0.68,0.13,0,0.34,0.46,2,1,0.28
"1529",0.24,0.58,0.03,0.94,0.06,0.04,0.53,0.24,0,0.48,0.5,1,1,0.22
"1530",0.06,0.82,0,0.92,0.03,0.12,0.8,0.11,0,0.39,0.56,1,1,0.12
"1531",0.11,0.77,0,0.97,0.02,0.03,0.72,0.26,0,0.4,0.38,1,1,0.13
"1532",0.09,0.9,0,0.97,0.02,0.03,0.89,0.13,0,0.36,0.3,1,1,0.01
"1533",0.29,0.71,0.04,0.63,0.12,0.41,0.72,0.06,0,0.38,0.48,2,2,0.49
"1534",0.06,0.66,0,0.86,0.02,0.18,0.6,0.05,0,0.76,0.7,2,2,0.18
"1535",0.21,0.58,0.06,0.5,0.03,0.85,0.64,0.1,0.03,0.51,0.48,2,2,0.25
"1536",0.11,0.74,0,0.82,0.04,0.2,0.72,0.03,0,0.79,0.31,2,2,0.05
"1537",0.83,0.24,0.39,0.3,0.87,0.23,0.29,1,0.03,0.5,0.68,2,1,0.53
"1538",0.29,0.42,0.01,0.76,0.3,0.06,0.49,0.07,0,0.53,0.45,2,1,0.32
"1539",0.41,0.48,0.03,0.59,0.21,0.52,0.5,0.27,0,0.52,0.65,2,2,0.36
"1540",0.31,0.41,0.03,0.72,0.33,0.17,0.46,0.08,0,0.91,0.55,2,2,0.34
"1541",0.5,0.38,0.08,0.8,0.2,0.07,0.34,0.24,0,0.47,0.53,2,1,0.18
"1542",0.37,0.51,0.02,0.51,0.6,0.13,0.54,0.23,0,0.39,0.48,2,1,0.21
"1543",0.21,0.63,0.05,0.62,0.04,0.51,0.66,0.07,0.06,0.58,0.48,2,2,0.22
"1544",0.66,0.17,0.02,0,1,0.23,0.16,1,0,0.6,0.66,2,1,0.35
"1545",0.73,0.33,0.47,0.67,0.25,0.16,0.29,0.48,0.06,0.73,0.65,2,2,0.75
"1546",0.1,0.68,0,0.97,0.02,0.07,0.64,0,0,0.51,0.49,1,1,0.19
"1547",0.2,0.55,0,0.94,0.04,0.06,0.45,0.15,0,0.51,0.22,1,1,0.05
"1548",0.11,0.57,0,0.72,0.01,0.55,0.61,0.05,0,0.7,0.58,2,2,0.2
"1549",0.08,0.83,0,0.99,0.01,0.06,0.87,0.66,0,0.3,0.21,1,1,0.08
"1550",0.09,0.79,0,0.93,0.05,0.04,0.74,0.04,0,0.5,0.5,1,2,0.03
"1551",0.11,0.78,0.01,0.68,0.34,0.04,0.79,0,0,0.31,0.35,2,1,0.03
"1552",0.19,0.64,0.01,0.92,0.09,0.12,0.63,0.03,0,0.42,0.53,1,1,0.19
"1553",0.24,0.62,0.01,0.98,0.01,0.06,0.57,0.13,0,0.57,0.53,1,1,0.03
"1554",0.21,0.51,0.01,0.95,0.01,0.05,0.43,0.69,0,0.53,0.55,1,1,0.11
"1555",0.29,0.41,0.01,0.71,0.35,0.12,0.41,0.09,0,0.62,0.7,2,1,0.78
"1556",0.14,0.73,0.02,0.9,0.08,0.05,0.71,0.07,0,0.55,0.2,1,2,0.32
"1557",0.1,0.64,0.01,0.87,0.09,0.1,0.65,0.34,0,0.53,0.51,1,1,0.37
"1558",0.09,0.67,0,0.56,0.14,0.24,0.7,0.19,0,0.31,0.46,2,1,0.33
"1559",0.06,0.68,0,0.93,0.08,0.13,0.7,0.33,0,0.48,0.48,1,1,0.19
"1560",0.13,0.71,0.01,0.81,0.07,0.1,0.68,0.07,0,0.68,0.22,1,2,0.11
"1561",0.21,0.7,0.01,0.79,0.05,0.4,0.71,0.08,0,0.42,0.56,2,1,0.29
"1562",0.03,0.77,0,0.96,0.02,0.02,0.85,0.07,0,0.36,0.18,1,1,0.08
"1563",0.15,0.76,0,0.9,0.09,0.06,0.69,0,0,0.66,0.55,1,1,0.1
"1564",0.91,0.12,0.09,0.45,0.63,0.37,0.15,0.5,0.17,0.79,0.93,2,1,1
"1565",0.46,0.54,0.01,0.75,0.09,0.33,0.53,0.13,0,0.75,0.43,2,2,0.24
"1566",0.03,0.81,0,0.7,0.28,0.15,0.81,0.05,0,0.2,0.33,2,1,0.04
"1567",0.24,0.59,0.09,0.66,0.17,0.3,0.63,0.34,0.06,0.56,0.44,2,1,0.27
"1568",0.34,0.58,0.05,0.66,0.35,0.26,0.6,0.81,0.04,0.43,0.55,2,1,0.5
"1569",0.14,0.65,0,0.97,0,0.08,0.55,0.1,0,0.61,0.73,1,1,0.06
"1570",0.48,0.44,0.06,0.19,0.02,1,0.47,0.17,0,0.73,0.41,2,2,0.53
"1571",0.23,0.56,0.01,0.77,0.28,0.1,0.62,0.08,0,0.48,0.54,2,1,0.53
"1572",0.09,0.81,0.01,0.88,0.06,0.09,0.77,0.03,0,0.31,0.31,1,1,0.07
"1573",0.14,0.74,0,0.98,0,0.05,0.7,0,0,0.44,0.42,1,1,0.11
"1574",0.44,0.44,0.01,0.92,0.01,0.24,0.41,0.49,0,0.62,0.88,1,1,0.31
"1575",0.26,0.48,0.03,0.72,0.05,0.32,0.52,0.42,0,0.47,0.57,2,1,0.34
"1576",0.33,0.62,0.1,0.55,0.53,0.13,0.67,0.61,0,0.31,0.48,2,1,0.18
"1577",0.14,0.76,0.03,0.68,0.11,0.25,0.75,0.07,0.08,0.34,0.43,2,2,0.14
"1578",0.08,0.78,0.01,0.93,0.01,0.15,0.73,0.17,0,0.46,0.49,1,1,0.14
"1579",0.09,0.72,0,1,0,0.03,0.64,0,0,0.48,0.54,1,1,0.03
"1580",0.09,0.75,0,0.94,0.04,0.03,0.78,0.23,0,0.33,0.37,1,1,0.14
"1581",0.63,0.23,0.02,0.36,0.77,0.37,0.27,0.14,0,0.63,0.64,2,1,0.45
"1582",0.07,0.86,0,0.94,0.07,0.03,0.79,0.11,0,0.23,0.16,1,1,0.12
"1583",0.66,0.47,0.03,0.23,0.02,0.55,0.45,0.32,0.04,0.48,0.55,2,1,0.66
"1584",0.08,0.86,0.01,0.88,0.06,0.1,0.83,0.12,0,0.17,0.29,1,1,0.07
"1585",0.46,0.61,0.01,0.69,0.27,0.13,0.58,0.08,0,0.62,0.72,2,1,0.26
"1586",0.15,0.58,0.01,0.63,0,1,0.62,0.2,0,0.66,0.19,2,2,0.07
